longitude,latitude
8.75992164221741,45.4810758576723
12.5353820056583,45.82957305645
16.9525208637196,46.8772094554671
17.8635250517544,47.5838962505581
23.8337803547025,41.0609861993443
16.3439078959177,45.5031566554704
26.4611765738338,45.5981300602405
26.1387767174676,44.3575989684574
28.5133913258897,44.1640123921943
16.3184820520559,48.3070211957914
23.1391802843832,45.5689250995619
18.0473493003113,47.7407079825081
8.81142947370662,45.0633073420016
23.8484071330206,38.0343759289251
9.29566672881078,45.5593135486769
9.41370731502528,45.2212180472645
16.1767834461026,46.7845236168685
25.0510678927579,44.5216385149894
16.0738372324142,45.9283609527969
22.7719941693961,40.6136551071457
17.0697588385234,46.1492086902146
26.9588980096814,45.6803438037865
8.81773037710351,44.8562601396408
26.7478992891651,46.1186859188992
24.1093207501315,46.4065796672277
27.6545018482705,46.635951857288
22.9342931486657,43.4532091039839
23.372106728679,47.9190626281022
28.0648974985404,45.0299110984157
23.5975937463496,38.0103548874624
17.8219340573592,47.1147483711528
16.4403959579958,45.7860738852505
18.6514711864877,46.0360527647345
21.5374627911809,47.2324063785281
19.8212635938288,48.1646491151431
26.6079603200459,47.2280133016279
10.0770294590074,45.1905759813508
8.03209041061392,45.6374270874786
21.6245128158575,47.7621958855998
10.0300820873728,44.5781369419749
15.481432239474,46.0383396816757
12.0487529292876,45.0888845631885
23.7597894834731,38.0012016462506
19.532963992745,47.5471409805152
21.3087987978622,46.6208093557013
24.9447303921023,41.0380821115817
23.2752972901074,46.4800334463177
25.3549451261324,45.753209189038
23.0261880383786,38.3717026472768
17.0324042847223,45.8088111918322
18.2824917890566,47.2155242656761
10.3320952050699,45.9185319603721
16.5213383034825,48.1604168714237
27.6751958824664,45.9780781465869
8.10494411553136,45.1990389823866
7.95044959673379,44.8630217499896
16.2748182602,46.3579025665031
11.7626430014735,45.2705665603006
28.9553787842783,44.8267865637217
26.8231284438826,47.9621830822895
20.2667555600669,47.2144263355292
18.0447994119815,45.4530037156614
26.1294234038261,47.2546506211341
9.48900903693873,45.570518011334
23.9251128931566,44.9034509180482
23.3170277519973,44.3780604428858
22.9157166784431,37.8167222103607
23.2918757385154,38.1224035272696
9.72295861736772,44.9209154741978
26.3330859172959,46.036671481414
11.3192001837772,44.9397307981157
13.4439737350413,45.8852870444836
9.85255400210074,45.9331168159437
20.2700103904636,46.4291523104117
22.4097456204931,40.9480082879297
11.0808924810821,45.0175706177174
17.6934527697052,45.1200585905235
15.7876405210544,45.9841332044867
-8.2687750909663,37.2731205506838
18.8622112583764,46.3966097081113
10.8920230684688,45.6487998599716
16.5203927657036,47.327027281617
11.5317048983097,45.9698649240654
26.6863485996147,44.5651698762777
21.0540437342359,48.2909779814974
12.0374290609012,44.3634509219882
12.9265214685596,45.764686744748
20.310397792555,47.8800305142879
25.521589907445,46.9642874300203
27.7729519526528,44.5867466164202
24.242249303277,43.4541809799579
16.4422003291025,46.3875491948379
12.9158696466299,45.9303524386754
16.9809273239578,47.7447877514724
24.245564308208,44.2970134910067
11.7373871453884,44.4014959968072
19.1872789180111,45.987247510612
21.9714542286636,37.5928995673209
19.686148848315,44.4255628725349
21.9028675527304,40.6678145903575
26.2065646290477,39.261775787332
17.9690092412126,46.815548150608
19.07561684555,47.489629956797
22.5435635875024,39.566605287166
15.8850028760596,41.4415549652926
19.0435666539648,46.687990799925
10.7810620990084,44.4053856312813
25.8995014861473,44.8747733017987
21.560598201289,39.2604978847113
21.4327192928532,37.8123867945555
-2.09915704361603,37.3521717945356
18.8536379644646,44.8873019390815
22.5037868317885,40.2766242007175
17.9358497955418,45.372986008639
23.3699710267355,47.1686831487075
17.7693192143863,47.9332945826318
21.8910819753939,42.9679611443735
17.8138100473704,45.6089430257781
17.0546334620425,66.162786782214
16.426566262612,41.1157684809194
23.9187568100078,38.1107996326466
23.88018956541,47.0692865651135
14.7961920331249,46.3958254267378
23.4599424296349,38.7477813081093
12.4530397479258,41.9057746068989
26.276862718343,41.6719810836645
9.44174981709297,45.788589990855
26.0781225033365,44.4352900289328
19.8781080456939,39.5293213055218
13.5725299834208,43.3133490587579
25.2949459145843,43.6589734209503
25.4257214796333,45.2329590458855
26.886987244036,43.5138766102993
22.7180721591409,39.2611136323301
12.7808225783083,46.3888407650634
21.0775875070701,45.0387907661117
16.9730723524922,48.1960674984536
22.9757224304647,44.9895070698164
19.8395688032145,46.0656941625067
20.4593355876666,44.7248025751909
12.1333015873526,44.2431802394078
23.6464800594962,40.4990307097182
24.522128666091,41.1840291425408
25.6236451181463,47.6524685754678
12.4890824814829,51.1268542429574
23.908013198251,41.9849312700409
22.3114741712451,41.5248124384191
21.1536946373271,44.2614748718365
24.7646607214909,47.2561748103715
22.8397570795066,44.3889380411772
